Stil,Artist,Track,Beliebtheit,Akustik,Tanzbarkeit,Dauer
Country,Jillian Jacqueline,Hate Me,41,0.408,0.46,230093
Country,Dolly Parton,My Tennessee Mountain Home,44,0.697,0.577,187560
Country,Seth Ennis,Fast Girl,41,0.219,0.652,171440
Country,SHeDAISY,Little Good-Byes,40,0.109,0.579,199750
Country,Granger Smith,We Do It in a Field,41,0.436,0.596,207973
Country,John Anderson,She Just Started Liking Cheatin' Songs,40,0.601,0.718,144360
Country,Shania Twain,(If You're Not In It For Love) I'm Outta Here!,45,0.141,0.772,270027
Country,Jason Aldean,Talk,39,0.187,0.444,229387
Country,Maddie & Tae,"Right Here, Right Now",39,0.0222,0.596,217960
Country,Cole Swindell,Kiss,40,0.0358,0.464,240733
Country,Lee Brice,They Won't Forget About Us,41,0.308,0.613,235133
Country,Dustin Lynch,To The Sky,40,0.0122,0.353,205587
Country,Brothers Osborne,Stay A Little Longer - Demo,41,0.0911,0.629,255667
Country,Rodney Atkins,About The South,41,0.0304,0.64,178760
Country,Cold California,"You, Me and Country Music",41,0.067,0.611,184100
Country,Brantley Gilbert,Three Feet Of Water,40,0.919,0.344,233613
Country,Ryan Adams,To Be Without You,55,0.0829,0.633,201507
Country,Tim McGraw,Me And Tennessee - from the motion picture Country Strong,44,0.0385,0.391,283973
Country,Colt Ford,Chicken & Biscuits Featuring James Otto,41,0.0281,0.664,186920
Country,Waylon Jennings,Don't Cuss the Fiddle - Remastered,42,0.143,0.659,183493
Country,Tim McGraw,Felt Good On My Lips - Single Version,41,0.0235,0.574,237387
Country,Miranda Lambert,I've Got Wheels,40,0.113,0.408,220560
Country,George Strait,Famous Last Words Of A Fool - Edit,39,0.78,0.591,199960
Country,Kip Moore,Girl Of The Summer,42,0.00183,0.644,236933
Country,The Flying Burrito Brothers,Dark End Of The Street,48,0.248,0.428,230267
Country,Brooks & Dunn,Lost and Found,42,0.211,0.659,225387
Country,Muscadine Bloodline,Depending on the Night,42,0.0223,0.572,194587
Country,Randy Rogers Band,Neon Blues,40,0.233,0.631,181360
Country,Brantley Gilbert,Bending The Rules And Breaking The Law,40,0.00248,0.449,206413
Country,Ty Herndon,It Must Be Love - Single Version,40,0.249,0.622,212307
Country,Cole Swindell,Get Up,41,0.0709,0.57,161040
Country,The Lacs,Memory,42,0.0214,0.667,225347
Country,Brantley Gilbert,You Promised - Demo,40,0.773,0.601,310960
Country,Carter Winter,Hit Song,41,0.0645,0.547,204539
Country,Adam Sanders,We Live It,40,0.0148,0.64,177173
Country,Carrie Underwood,Mexico,44,0.0732,0.293,206893
Country,Outlaw,Rambler,42,0.183,0.702,213184
Country,The Replacements,Swingin Party - 2008 Remastered Version,55,0.0224,0.647,233573
Country,Ronnie Milsap,Any Day Now - Remastered,41,0.0849,0.663,222427
Country,Kenny Chesney,Coconut Tree (with Willie Nelson) (with Willie Nelson),40,0.768,0.824,203747
Country,Sugarland,Everyday America,39,0.337,0.638,232133
Country,Seals and Crofts,Get Closer,52,0.434,0.653,238147
Country,Buck Owens,Streets Of Bakersfield,43,0.174,0.471,156640
Country,Darryl Worley,I Just Came Back (From A War),41,0.0525,0.524,327093
Country,Maddie & Tae,Your Side Of Town,39,0.287,0.645,182080
Country,Miranda Lambert,For the Birds,40,0.294,0.515,226947
Country,Lady Antebellum,This City,44,0.00492,0.596,184080
Country,Zane Williams,Jayton and Jill,42,0.659,0.534,214253
Country,The Avett Brothers,Paranoia in B Major,48,0.232,0.54,217840
Country,John Berry,Your Love Amazes Me,42,0.402,0.589,233907
Country,Cole Swindell,The Back Roads & The Back Row,40,0.349,0.493,224387
Country,Eli Young Band,Everything Is You,40,0.0799,0.544,220347
Country,Langhorne Slim,Be Kind To Me - Recorded at Sound Stage Studios Nashville,52,0.799,0.539,197328
Country,"Hank Williams, Jr.","Good Friends, Good Whiskey, Good Lovin'",40,0.0822,0.684,185360
Country,Kip Moore,Magic,42,0.00354,0.602,215960
Country,Jessie James Decker,Wanted,40,0.00444,0.665,184547
Country,Justin Moore,Run Out Of Honky Tonks,40,0.0332,0.54,222867
Country,LeAnn Rimes,Probably Wouldn't Be This Way,42,0.516,0.613,217947
Country,Hank Williams,Lost Highway - Single Version,45,0.956,0.61,164400
Country,Sam Hunt,Break Up In A Small Town - Acoustic Mixtape,40,0.805,0.426,185907
Country,Jackson Browne,The Pretender,55,0.158,0.62,351000
Country,Head East,Never Been Any Reason,47,0.000671,0.519,310267
Country,"Hank Williams, Jr.",Stoned At The Jukebox - Remix,40,0.145,0.658,177693
Country,Jelly Roll,Roll Me Up,42,0.0551,0.698,194454
Country,Brett Eldredge,Glow,41,0.587,0.617,209427
Country,Rittz,Crown Royal,47,0.00611,0.776,289440
Country,George Strait,Go On - Edit,39,0.454,0.706,201760
Country,The Avett Brothers,At the Beach,49,0.37,0.563,249173
Country,Cold California,Strangers,41,0.0386,0.609,171966
Country,Dylan Scott,Rules,40,0.332,0.626,169507
Country,Adam Wakefield,Blame It On Me,43,0.0233,0.518,225162
Country,Nashville Cast,Saved,48,0.183,0.614,196960
Country,Buddy Brown,My Big Ole Truck,41,0.0347,0.603,209053
Country,Scotty McCreery,Move It On Out,41,0.0378,0.521,175827
Country,Brooks & Dunn,Rock My World (Little Country Girl),41,0.218,0.729,223840
Country,Kenny Chesney,Everybody Wants to Go to Heaven - Live,40,0.181,0.572,179800
Country,Jamie O'Neal,Somebody's Hero,40,0.0771,0.493,221440
Country,Bobby Bare,Detroit City,47,0.518,0.519,169933
Country,Montgomery Gentry,Lonely and Gone,40,0.15,0.531,199599
Country,Cowboy Junkies,Sweet Jane,49,0.359,0.604,214973
Country,Dixie Chicks,I Believe in Love,43,0.658,0.503,254052
Country,Levi Hummon,Don't Waste the Night,41,0.257,0.567,175773
Country,Joe Nichols,We All Carry Something,41,0.275,0.566,206453
Country,Shooter Jennings,The Outsider,46,0.0707,0.407,190053
Country,Kenny Rogers,Ruby Don't Take Your Love To Town,50,0.011,0.672,173933
Country,Foghat,I Just Want to Make Love to You,47,0.0922,0.375,261173
Country,Marty Robbins,The Hanging Tree,44,0.623,0.625,170400
Country,Johnny Cash,Desperado,46,0.918,0.522,192573
Country,Jenny Lewis,Heads Gonna Roll,52,0.435,0.38,313405
Country,Cryptic Wisdom,7 Years,43,0.524,0.869,177289
Country,Faith Hill,Just to Hear You Say That You Love Me (with Tim McGraw),42,0.292,0.473,268373
Country,Mark Wills,Nineteen Somethin',41,0.618,0.593,220213
Country,Josh Mirenda,He Said She Said,41,0.106,0.601,175707
Country,John Prine,Hello In There,45,0.748,0.594,272027
Country,Dwight Yoakam,Suspicious Minds,42,0.00471,0.544,234133
Country,The J. Geils Band,Freeze-Frame,52,0.151,0.573,237507
Country,Brett Eldredge,Waited Too Long,41,0.333,0.484,239240
Country,Dustin Lynch,Right Where We Want It,40,0.00837,0.431,185000
Country,Pistol Annies,Milkman,40,0.921,0.518,202427
Country,Derek & The Dominos,Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered,56,0.601,0.413,301720
Country,Jason Aldean,Good to Go,39,0.22,0.56,240600
Country,Jameson Rodgers,That's Why the River Runs,40,0.0743,0.484,221321
Country,Luke Bryan,Shut It Down,40,0.0406,0.458,195973
Country,RaeLynn,Insecure,42,0.0221,0.668,198947
Country,The Lacs,Smokestack (Remix) [feat. Cap Bailey],42,0.00324,0.74,279053
Country,Jason Aldean,Who's Kissing You Tonight,39,0.0387,0.568,204267
Country,Dixie Chicks,Loving Arms,43,0.473,0.569,217929
Country,Morgan Evans,American,42,0.0199,0.526,183679
Country,Brantley Gilbert,Grown Ass Man,40,0.755,0.569,298706
Country,Tracy Lawrence,Is That A Tear,40,0.124,0.669,198627
Country,Willie Nelson,Blue Eyes Crying In the Rain,43,0.909,0.647,138440
Country,Colt Ford,Farm Life (feat. Justin Moore),41,0.0979,0.62,203725
Country,Amigo the Devil,Perfect Wife,45,0.311,0.589,259893
Country,Amber Lawrence,Outrageous,42,0.675,0.66,185605
Country,Sturgill Simpson,Sitting Here Without You,44,0.0376,0.525,130960
Country,Hosier,Salute the Brave,41,0.00677,0.715,206264
Country,Jake Owen,I Like You a Lot,41,0.0713,0.404,218507
Country,Randy Rogers Band,Things I Need to Quit,40,0.0246,0.536,218040
Country,Jason Isbell,Live Oak,44,0.918,0.369,217347
Country,Luke Bryan,Run Run Rudolph,41,0.0253,0.611,174360
Country,Sammy Arriaga,Hoodie,41,0.314,0.638,183158
Country,Kenton Bryant,Following My Broken Heart,42,0.0303,0.509,202856
Country,Tim McGraw,Here Tonight,41,0.00202,0.523,231227
Country,Kip Moore,Complicated,41,0.0092,0.598,182013
Country,Travis Tritt,I'm Gonna Be Somebody - 2006 Remastered Version,40,0.143,0.553,246733
Country,Demun Jones,Off Road,42,0.0257,0.485,259347
Country,Tracy Lawrence,Paint Me A Birmingham,40,0.367,0.545,228480
Country,Alan Jackson,I Don't Even Know Your Name,41,0.0497,0.599,229853
Country,Logan Mize,One More Everything,40,0.0116,0.571,189813
Country,Jon Langston,Middle of Nowhere,40,0.00715,0.464,208500
Country,Corey Smith,F*** the Po-Po,39,0.817,0.481,347667
Country,Chase Rice,Country in Ya,41,0.0432,0.459,204402
Country,Dwight Yoakam,"Turn It On, Turn It Up, Turn Me Loose",42,0.484,0.576,203240
Country,Faith Hill,Cry,42,0.141,0.512,226307
Country,Waylon Jennings,Gold Dust Woman - Remastered,41,0.289,0.554,240333
Country,Stephen Stills,Go Back Home,54,0.139,0.653,354467
Country,George Strait,Stars On The Water,39,0.413,0.606,223600
Country,Ricky Van Shelton,Keep It Between The Lines,41,0.705,0.659,229533
Country,LANCO,Hallelujah Nights,41,0.00206,0.536,358947
Country,Dylan Scott,Closer,40,0.703,0.623,220125
Country,Brett Eldredge,Lose It All,40,0.126,0.496,220773
Country,James Barker Band,It's Working,48,0.0597,0.679,193320
Country,Kacey Musgraves,Have Yourself A Merry Little Christmas,42,0.166,0.581,179973
Country,Devin Dawson,Placebo,41,0.11,0.661,184267
Country,Carrie Underwood,Forever Changed,41,0.867,0.396,242427
Country,Jamey Johnson,Flying Silver Eagle,39,0.11,0.568,267120
Country,The Doobie Brothers,Takin' It To The Streets,52,0.171,0.637,231600
Country,Felicity Urquhart,Chain Of Joy,43,0.337,0.539,177213
Country,Justin Moore,My Kind Of Woman,39,0.00525,0.46,163773
Country,Tyler Rich,Adrenaline,41,0.103,0.566,206587
Country,Mark Chesnutt,I Don't Want To Miss A Thing,40,0.0329,0.493,246227
Country,Neal McCoy,They're Playing Our Song,42,0.3,0.751,201809
Country,Outlaw,Sag in Her Boobs,42,0.149,0.671,206159
Country,Cam,Half Broke Heart,43,0.152,0.699,183987
Country,Sara Evans,You'll Always Be My Baby,40,0.378,0.469,276280
Country,Cole Swindell,Workin' On Me,40,0.287,0.529,236695
Country,Dustin Lynch,Sittin' Pretty,40,0.0943,0.507,191653
Country,Brad Paisley,New Again,42,0.676,0.516,382400
Country,Turnpike Troubadours,Down on Washington,41,0.0109,0.473,227493
Country,Jake Owen,Pass A Beer,40,0.193,0.528,220933
Country,Brett Eldredge,Go On Without Me,41,0.0335,0.451,196707
Country,Sammy Kershaw,Cadillac Style,39,0.0824,0.66,175427
Country,RaeLynn,Your Heart,42,0.0174,0.705,207040
Country,Sammy Kershaw,I Won't Back Down,41,0.447,0.747,179867
Country,Brooks & Dunn,He's Got You,41,0.111,0.597,194955
Country,Alabama,Christmas in Dixie,41,0.488,0.444,213813
Country,Brantley Gilbert,Back In The Day,39,0.0163,0.433,229973
Country,T.G. Sheppard,Only One You,41,0.49,0.813,202227
Country,Reckless Kelly,Crazy Eddie's Last Hurrah,40,0.0146,0.53,205253
Country,Cypress Spring,Country Girl Twerk - Mud In The Club 2 Remix,42,0.00699,0.797,290182
Country,Johnny Cash,"The Wall - Live at Folsom State Prison, Folsom, CA - January 1968",45,0.917,0.552,114747
Country,Seth Ennis,Play It Cool,41,0.0804,0.59,163427
Country,Merle Haggard,No Show Jones,42,0.259,0.563,146400
Country,Blake Shelton,Bringing Back The Sunshine,42,0.0207,0.582,242093
Country,Darius Rucker,Learn To Live,40,0.0431,0.598,228080
Country,Jelly Roll,Seen It All,42,0.334,0.835,238189
Country,Willie Nelson,God's Problem Child,44,0.383,0.674,295760
Country,Alabama,"Dancin', Shaggin' on the Boulevard",40,0.275,0.777,284027
Country,Ronnie Milsap,I Wouldn't Have Missed It For The World,39,0.0637,0.663,217827
Country,"Hank Williams, Jr.",Man Of Steel,40,0.0384,0.595,219627
Country,Kip Moore,What Ya Got On Tonight,42,0.0033,0.642,179653
Country,"Hank Williams, Jr.",Ballad Of Hank Williams,40,0.0701,0.761,201827
Country,Jelly Roll,Monster,42,0.29,0.551,278279
Country,Lee Brice,Good Man,41,0.0487,0.517,204613
Country,Dixie Chicks,I'll Take Care of You,42,0.361,0.599,220199
Country,Loudon Wainwright III,Daughter,47,0.329,0.437,212867
Country,Eric Paslay,Amarillo Rain,40,0.71,0.515,241707
Country,Canaan Smith,Mad Love,39,0.0318,0.573,168333
Country,Randy Houser,Chasing Down a Good Time,42,0.339,0.693,213013
Country,Jerrod Niemann,Donkey,42,0.00251,0.695,197280
Country,Stephanie Quayle,Selfish,41,0.0502,0.703,228680
Country,Deana Carter,Did I Shave My Legs For This?,41,0.4,0.638,192773
Country,Jason Isbell and the 400 Unit,Codeine,44,0.201,0.561,336933
Country,Miranda Lambert,Getaway Driver,40,0.284,0.59,233853
Country,Corey Smith,Every Dawg,39,0.556,0.615,218067
Country,Turnpike Troubadours,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),40,0.00503,0.403,195547
Country,Mindy McCready,Ten Thousand Angels,40,0.151,0.469,207227
Country,Earl Thomas Conley,Once In a Blue Moon,40,0.458,0.495,215373
Country,Riley Green,North On 21,41,0.472,0.614,207360
Country,Walker Hayes,Beckett,40,0.147,0.637,175600
Country,Aaron Watson,Rodeo Queen,40,0.0308,0.824,201947
Country,Eric Church,"Lightning - Live At Scottrade Center, St. Louis, MO / May 13, 2017",40,0.863,0.478,310372
Country,Rodney Atkins,Doin' It Right,41,0.00415,0.652,225280
Country,Laura Bell Bundy,Giddy On Up,41,0.269,0.753,208067
Country,Wade Bowen,My California,40,0.159,0.495,285286
Country,Midland,The Gator Boys - iHeart Radio Live,42,0.0636,0.531,190045
Country,Leroy Van Dyke,The Auctioneer,45,0.452,0.702,167622
Country,Ronnie Dunn,Young Buck,40,0.385,0.617,192973
Country,Hank Williams III,Low Down,41,0.356,0.706,204187
Country,Jana Kramer,Last Song,41,0.467,0.683,191547
Country,Waylon Jennings,Ladies Love Outlaws,41,0.487,0.686,151907
Country,Mark Collie,In Time,43,0.475,0.463,165133
Country,Reba McEntire,He Gets That From Me,40,0.643,0.646,217880
Country,The Lacs,Black Moon,41,0.0289,0.668,199400
Country,Ryan Adams,Oh My Sweet Carolina,55,0.523,0.491,297333
Country,Dixie Chicks,Once You've Loved Somebody,41,0.65,0.708,208994
Country,Scotty McCreery,Clear As Day,40,0.62,0.578,236000
Country,Brett Eldredge,Crystal Clear,41,0.0976,0.629,201707
Country,Willie Nelson,I Gotta Get Drunk,43,0.658,0.699,133867
Country,Johnny Cash,"Jackson (with June Carter Cash) - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",45,0.307,0.639,207813
Country,Travis Tritt,I See Me,40,0.357,0.602,227173
Country,Alejandro Escovedo,Always A Friend,42,0.0683,0.551,215533
Country,Brantley Gilbert,Do What The Night Wants,39,0.0585,0.553,190786
Country,Waylon Jennings,I've Been a Long Time Leaving (But I'll Be a Long Time Gone) - Remastered,41,0.234,0.624,162907
Country,Drive-By Truckers,Where the Devil Don't Stay,45,0.0471,0.323,319147
Country,Jon Langston,Love While It Lasted,40,0.00316,0.426,211001
Country,Ryan Bingham,The Other Side,42,0.0149,0.653,128387
Country,Rascal Flatts,Feels Like The First Time,43,0.00575,0.573,236293
Country,Shania Twain,Rock This Country!,48,0.0274,0.626,266133
Country,Luke Bryan,Harvest Time,40,0.0128,0.563,207467
Country,Shania Twain,Forever And For Always - Red Version,46,0.226,0.511,283600
Country,Jon Langston,Showtime,40,0.000857,0.492,197547
Country,Blake Shelton,Doing It to Country Songs (feat. The Oak Ridge Boys) - Recorded at Sound Stage Nashville,42,0.0943,0.751,178413
Country,"Hank Williams, Jr.",Attitude Adjustment,40,0.0275,0.692,177560
Country,Emmylou Harris,Red Dirt Girl,51,0.408,0.338,245203
Country,Luke Bryan,Apologize,41,0.0521,0.593,172347
Country,Ronnie Milsap,Smokey Mountain Rain,41,0.341,0.448,267173
Country,Alan Jackson,1976,45,0.09,0.75,249467
Country,Vern Gosdin,"Set ""Em Up Joe",41,0.461,0.839,146133
Country,Kenny Rogers,You Decorated My Life,53,0.662,0.264,218133
Country,Alan Jackson,Right On the Money,40,0.423,0.762,229827
Country,Whiskey Myers,Deep Down in the South,43,0.0131,0.386,201767
Country,The Guess Who,Laughing,55,0.432,0.378,161093
Country,Cross Canadian Ragweed,Whiskey River,40,0.196,0.394,179467
Country,Julianne Hough,"You're The One That I Want - From ""Grease Live!"" Music From The Television Event",47,0.274,0.718,181747
Country,Jana Kramer,I Hope It Rains,41,0.0521,0.648,185693
Country,Travis Tritt,T-R-O-U-B-L-E - 2006 Remastered Version,41,0.022,0.285,181240
Country,Moonshine Bandits,Buried as an Outlaw,43,0.00102,0.668,201667
Country,Chris Cagle,Thank God She Left The Whiskey,39,0.222,0.612,216973
Country,Upchurch,Chicken Willie,41,0.541,0.696,156750
Country,Robert Earl Keen,I Gotta Go,40,0.233,0.772,185920
Country,Zac Brown Band,It's Not OK,41,0.0211,0.736,250613
Country,Dierks Bentley,Roses And A Time Machine,40,0.00568,0.509,217893
Country,Joe Nichols,I'll Wait For You,39,0.249,0.486,246960
Country,Charley Pride,Kaw-Liga,43,0.489,0.701,162493
Country,Midland,Champagne For The Pain - Live From Spotify House SXSW 2016,41,0.135,0.481,292760
Country,Turnpike Troubadours,Leaving & Lonely,41,0.00766,0.685,268000
Alternative,Three Days Grace,Break,59,0.000666,0.578,193107
Alternative,The Black Keys,Get Yourself Together,64,0.149,0.443,236941
Alternative,Flyleaf,I'm So Sick,54,6.46E-05,0.429,175880
Alternative,Limp Bizkit,My Way,66,0.0188,0.587,272973
Alternative,Shinedown,Asking For It,58,0.00273,0.449,210707
Alternative,Sturgill Simpson,Turtles All the Way Down,53,0.306,0.553,188187
Alternative,BANKS,Look What You're Doing To Me,64,0.539,0.599,240200
Alternative,Stwo,Neither Do I,60,0.453,0.812,220000
Alternative,Bush,Everything Zen,54,0.000347,0.48,278133
Alternative,Big Daddy Weave,Alive,56,9.41E-05,0.516,205667
Alternative,Duckwrth,MICHUUL.,60,0.371,0.838,186200
Alternative,Lamb of God,Laid to Rest,62,0.000293,0.366,230127
Alternative,Gorillaz,Kids with Guns,61,0.000417,0.838,225773
Alternative,MARINA,Primadonna,57,0.0884,0.66,221075
Alternative,Blood Orange,Charcoal Baby,63,0.14,0.622,242341
Alternative,Sanctus Real,Confidence,55,0.0291,0.452,181733
Alternative,Shinedown,How Did You Love,57,6.86E-05,0.331,187627
Alternative,BANKS,Till Now,60,0.19,0.575,156280
Alternative,Pearl Jam,Elderly Woman Behind the Counter in a Small Town (Remastered),61,0.0519,0.291,196187
Alternative,Turnover,Super Natural,57,0.206,0.651,257860
Alternative,TV On The Radio,Wolf Like Me,58,0.00175,0.22,279293
Alternative,Foo Fighters,Run,61,3.4E-05,0.359,323373
Alternative,Adam Jensen,The Mystic,60,0.356,0.557,189600
Alternative,Tenth Avenue North,Control (Somehow You Want Me),58,0.00208,0.509,248733
Alternative,Mos Def,Ms. Fat Booty,66,0.148,0.782,223547
Alternative,The Afters,Well Done,56,0.304,0.395,275920
Alternative,Blood Orange,Benzo,60,0.512,0.739,150512
Alternative,Sturgill Simpson,Long White Line,53,0.144,0.579,241320
Alternative,Theory of a Deadman,Hate My Life,56,0.0162,0.508,190547
Alternative,Kali Uchis,Your Teeth In My Neck,58,0.0696,0.853,186181
Alternative,The Driver Era,Feel You Now,54,0.104,0.553,258580
Alternative,MercyMe,Grace Got You,55,0.122,0.61,215133
Alternative,X Ambassadors,BOOM,63,0.00805,0.732,164587
Alternative,Calle 13,Atr̩vete-Te-Te,69,0.0959,0.829,239307
Alternative,Nothing More,Let 'em Burn,55,0.000122,0.54,235853
Alternative,Toro y Moi,Ordinary Pleasure,56,0.118,0.878,183746
Alternative,Brent Faiyaz,Around Me,60,0.574,0.587,183022
Alternative,Omar Apollo,Trouble,57,0.594,0.665,203213
Alternative,David Crowder Band,How He Loves,58,0.0167,0.217,318693
Alternative,Chris Tomlin,How Great Is Our God,59,0.107,0.318,305427
Alternative,Young the Giant,Something To Believe In,59,0.0245,0.623,228467
Alternative,311,Good Feeling,50,0.00127,0.687,203913
Alternative,6LACK,Free,62,0.00292,0.755,263013
Alternative,Radiohead,Fake Plastic Trees,67,0.167,0.454,290707
Alternative,Sturgill Simpson,You Can Have the Crown,51,0.0288,0.324,170240
Alternative,Five Finger Death Punch,Coming Down,55,0.000619,0.31,241227
Alternative,The Internet,Special Affair,60,0.183,0.795,176187
Alternative,Bush,"Bullet Holes (From ""John Wick: Chapter 3 - Parabellum"")",58,0.00493,0.49,226667
Alternative,Korn,Twisted Transistor,62,0.00043,0.58,188933
Alternative,BANKS,Stroke,60,0.642,0.449,206360
Alternative,Barns Courtney,You And I,57,0.00862,0.631,176680
Alternative,Weezer,Undone - The Sweater Song,59,0.00171,0.418,305533
Alternative,Summer Walker,Riot,57,0.624,0.58,104438
Alternative,The Neighbourhood,Single,60,0.755,0.249,262320
Alternative,Nickelback,Something in Your Mouth,59,0.00137,0.663,219253
Alternative,Newsboys,We Believe,56,0.0396,0.525,261693
Alternative,Joy Division,Love Will Tear Us Apart - 2010 Remaster,61,0.000989,0.525,204621
Alternative,Godsmack,Under Your Scars,57,0.0568,0.252,231118
Alternative,Hinder,Get Stoned,55,0.000598,0.451,218307
Alternative,Silversun Pickups,Lazy Eye,61,0.0401,0.633,354360
Alternative,Steve Earle,Copperhead Road,60,0.0188,0.385,269920
Alternative,Soundgarden,Rusty Cage,59,2.06E-05,0.305,266200
Alternative,Pop Evil,Footsteps,57,0.0139,0.641,262107
Alternative,Gin Blossoms,Hey Jealousy,57,0.00117,0.464,236067
Alternative,Sinead Harnett,If You Let Me,62,0.158,0.407,232878
Alternative,GoldLink,Crew REMIX,58,0.125,0.752,240375
Alternative,Soundgarden,Burden In My Hand,57,0.00534,0.319,290107
Alternative,Yeek,Cleaner Air,54,0.868,0.72,128157
Alternative,Ol' Dirty Bastard,Shimmy Shimmy Ya,63,0.097,0.814,161400
Alternative,Freddie Gibbs,Situations,60,0.14,0.811,228320
Alternative,Disturbed,Ten Thousand Fists,59,2.55E-05,0.54,212040
Alternative,TWENTY88,Push It,58,0.0321,0.617,154747
Alternative,Modern Baseball,Your Graduation,55,0.001,0.395,163760
Alternative,Disturbed,A Reason to Fight,61,0.0158,0.591,284293
Alternative,Still Woozy,Maybe She,56,0.516,0.577,169091
Alternative,Tenacious D,Tribute,56,0.181,0.365,248053
Alternative,Leven Kali,Thursday,58,0.692,0.314,252867
Alternative,Deftones,Be Quiet and Drive (Far Away),58,9.91E-06,0.206,299867
Alternative,The Neighbourhood,The Beach,61,0.131,0.245,255133
Alternative,Yuna,Likes,58,0.656,0.437,215560
Alternative,Slipknot,Dead Memories,62,0.000443,0.547,268587
Alternative,Slipknot,Spit It Out,63,0.0309,0.331,159773
Alternative,Jazmine Sullivan,Insecure,61,0.537,0.512,218073
Alternative,Charlotte Day Wilson,Work,62,0.533,0.666,224714
Alternative,Sixx:A.M.,Life is Beautiful,56,0.000248,0.494,215013
Alternative,Nickelback,Gotta Be Somebody,60,0.000354,0.536,252653
Alternative,Phoenix,If I Ever Feel Better,64,0.0492,0.755,266600
Alternative,The Pharcyde,Runnin',62,0.0287,0.754,296267
Alternative,Alice In Chains,Down In A Hole,57,0.0133,0.359,338227
Alternative,Oliver Tree,Upside Down,55,0.0502,0.711,195918
Alternative,Freddie Gibbs,Giannis (feat. Anderson .Paak),60,0.0715,0.657,198907
Alternative,Limp Bizkit,Behind Blue Eyes,69,0.455,0.584,269973
Alternative,Avenged Sevenfold,Beast and the Harlot,58,6.28E-05,0.37,343600
Alternative,Flight Facilities,Crave You,57,0.0976,0.921,234787
Alternative,Halestorm,I Get Off,56,0.00682,0.456,183707
Alternative,A Perfect Circle,3 Libras,57,0.00383,0.518,219640
Alternative,Thousand Foot Krutch,War of Change,59,0.00229,0.532,231667
Alternative,Rage Against The Machine,Bombtrack,61,0.0239,0.459,243453
Alternative,Disturbed,Land of Confusion,61,4.44E-05,0.553,287067
Alternative,Blood Orange,I Wanna C U,59,0.715,0.793,74725
Alternative,Jazmine Sullivan,Bust Your Windows,63,0.538,0.683,266307
Alternative,Stone Temple Pilots,Sex Type Thing - Remastered,55,1.39E-06,0.404,217813
Alternative,Ashes Remain,On My Own,53,0.0117,0.361,172960
Alternative,Pop Evil,Waking Lions,57,1.82E-05,0.504,234837
Alternative,Jason Isbell and the 400 Unit,If We Were Vampires,62,0.824,0.629,215564
Alternative,Casting Crowns,Just Be Held,56,0.623,0.526,221080
Alternative,Tierra Whack,CLONES,56,0.184,0.791,171392
Alternative,GoldLink,Joke Ting (feat. Ari PenSmith),60,0.188,0.83,180053
Alternative,Nine Inch Nails,Hurt,56,0.788,0.459,375933
Alternative,Seether,Fine Again,58,0.000501,0.445,243640
Alternative,Seether,Country Song,58,0.00115,0.63,229720
Alternative,Masego,Lavish Lullaby,57,0.252,0.839,197360
Alternative,Frank Ocean,Swim Good,62,0.00167,0.534,257187
Alternative,Zacari,Redemption (with Babes Wodumo),57,0.139,0.778,222093
Alternative,System Of A Down,Radio/Video,64,0.173,0.361,249227
Alternative,Papa Roach,Last Resort - The Rework,62,0.000944,0.551,288000
Alternative,Rob Zombie,Living Dead Girl,60,0.00504,0.518,201400
Alternative,Dope,Die MF Die,63,0.00169,0.657,186067
Alternative,R.E.M.,Shiny Happy People,67,0.0338,0.454,225787
Alternative,Volbeat,Lola Montez,55,0.00013,0.515,267680
Alternative,Escape the Fate,Situations,57,0.0261,0.503,187880
Alternative,The Revivalists,Soulfight,54,0.632,0.594,392800
Alternative,The Front Bottoms,Twin Size Mattress,55,0.00548,0.328,264677
Alternative,Solange,Cranes in the Sky,61,0.408,0.719,250973
Alternative,The Black Keys,Sit Around And Miss You,63,0.305,0.536,160502
Alternative,Sonder,What You Heard,56,0.546,0.429,238242
Alternative,Gorillaz,Empire Ants (feat. Little Dragon),58,0.181,0.601,283573
Alternative,White Zombie,Thunder Kiss '65,58,0.000817,0.682,234200
Alternative,Freddie Gibbs,Massage Seats,59,0.164,0.498,146813
Alternative,Bullet For My Valentine,Your Betrayal,63,8.07E-05,0.569,291427
Alternative,BJ The Chicago Kid,Turnin' Me Up,65,0.0406,0.734,269173
Alternative,Ryan Stevenson,Eye of the Storm (feat. Gabe Real),55,0.196,0.305,331613
Alternative,Ari Lennox,New Apartment,58,0.302,0.534,236679
Alternative,Florence + The Machine,Hunger,65,0.53,0.729,214667
Alternative,Slipknot,"Vermilion, Pt. 2",64,0.334,0.589,224320
Alternative,Five Finger Death Punch,Mama Said Knock You Out (feat. Tech N9ne),54,0.000128,0.59,167510
Alternative,Frank Ocean,Sweet Life,57,0.28,0.531,262680
Alternative,UMI,River,57,0.851,0.632,201143
Alternative,Red Hot Chili Peppers,Tell Me Baby,63,0.00194,0.695,247667
Alternative,311,Space and Time,47,0.103,0.479,214480
Alternative,Passion Pit,Little Secrets,59,0.00345,0.597,238973
Alternative,Staind,Right Here,54,0.00136,0.492,253933
